ticker,date,close,volume,simple_return,target_next_return,return_lag_1,return_lag_2,return_lag_5,return_lag_10,volume_lag_1,volume_lag_5,roc_5,roc_10,roc_20,ewm_vol_10,relative_return_1,relative_strength_5,relative_strength_20,target_5d_return,target_next_price
GOOGL,2005-02-01,4.80230188369751,752806440,-0.0190164288378118,0.0732672884981582,0.0277398166319478,0.0120161373382496,-0.0199204444267862,0.0196530696436563,383484132.0,425941632.0,0.0834463048478193,-0.0588524075702447,-0.0533273881581277,0.0306576329238286,-0.0203875840482565,0.0112027384199926,-0.0008749464139443,0.035122434454883,5.115502834320068
GOOGL,2005-02-02,5.154153823852539,1310660028,0.0732672884981582,0.0237911362122269,-0.0190164288378118,0.0277398166319478,0.0684282743881625,-0.0323689983519898,752806440.0,491823684.0,0.0883533370578977,0.0438926852108991,0.058920383561011,0.0404413471760841,0.0495194024810648,0.011162073720057,0.0029061406234654,-0.0698193426222458,5.23720645904541
GOOGL,2005-02-03,5.2767767906188965,519004476,0.0237911362122269,-0.0308263024552549,0.0732672884981582,-0.0190164288378118,-0.0061298065826992,-0.0171311287657978,1310660028.0,264830904.0,0.1211187405828864,0.0873557089397714,0.0896594432896247,0.0367931522294715,0.0176362417901829,0.0157315520009254,0.0038544705419826,-0.1085079982933963,5.075762748718262
GOOGL,2005-02-04,5.114113807678223,592179228,-0.0308263024552549,-0.0407611488442171,0.0237911362122269,0.0732672884981582,0.0120161373382496,-0.029084183104968,519004476.0,487839672.0,0.0736575782825283,0.0854046608795526,0.0838505680298964,0.0383018048563235,-0.0320023072584794,0.0067364814225585,0.0034556396874772,-0.0829905475485046,4.868868827819824
GOOGL,2005-02-07,4.905655860900879,517897584,-0.0407611488442171,0.0133140948007972,-0.0308263024552549,0.0237911362122269,0.0277398166319478,-0.0401528447418986,592179228.0,383484132.0,0.0020960998684906,0.0847167845814653,0.0112460835692731,0.0397809631704554,-0.0399416009164083,-0.0050351695903793,0.0002268153096367,-0.015508055327528,4.933693408966064
GOOGL,2005-02-08,4.97097110748291,458740800,0.0133140948007972,-0.0355416531156537,-0.0407611488442171,-0.0308263024552549,-0.0190164288378118,-0.0199204444267862,517897584.0,752806440.0,0.035122434454883,0.121499576675222,0.0183533228722851,0.0364775681790403,0.0019974132870353,-0.0005581701233209,0.0001645301021146,-0.0171667211928822,4.7583417892456055
GOOGL,2005-02-09,4.7942938804626465,686173140,-0.0355416531156537,-0.0187910250420735,0.0133140948007972,-0.0407611488442171,0.0732672884981582,0.0684282743881625,458740800.0,1310660028.0,-0.0698193426222458,0.0123652225237878,-0.01012711165832,0.0362293629717333,-0.0208030044472739,-0.0146226515089887,-0.0008738781281306,0.0356508880779833,4.6689276695251465
GOOGL,2005-02-10,4.704204082489014,758548692,-0.0187910250420735,-0.0030853445520996,-0.0355416531156537,0.0133140948007972,0.0237911362122269,-0.0061298065826992,686173140.0,519004476.0,-0.1085079982933963,-0.000531609806976,-0.0378747986002415,0.0332177021467125,-0.0173609364797605,-0.0216220871629774,-0.0019405624581501,0.0527713410402606,4.65452241897583
GOOGL,2005-02-11,4.689690113067627,524115360,-0.0030853445520996,0.0298289940797487,-0.0187910250420735,-0.0355416531156537,-0.0308263024552549,0.0120161373382496,758548692.0,592179228.0,-0.0829905475485046,-0.01544585201874,-0.0405976120404631,0.030108993154413,-0.0024916929167541,-0.0157199642946323,-0.0024739716570178,0.0562965303284694,4.793362140655518
GOOGL,2005-02-14,4.829579830169678,1540945512,0.0298289940797487,0.011606869557337,-0.0030853445520996,-0.0187910250420735,-0.0407611488442171,0.0277398166319478,524115360.0,517897584.0,-0.015508055327528,-0.0134444618917698,-0.0349052096005167,0.0310773306069261,0.0157499490647428,-0.0045816542984021,-0.0024749302458079,-0.0083941073229312,4.848998069763184
