ticker,date,simple_return,target_next_return,return_lag_1,return_lag_2,return_lag_5,return_lag_10,volume_lag_1,volume_lag_5,roc_5,roc_10,roc_20,ewm_vol_10,relative_return_1,relative_strength_5,relative_strength_20,target_5d_return,target_next_price
GOOGL,2022-01-03,0.0009629762025049,-0.0040827470958513,-0.0092236799973079,-0.0030990322259725,0.0067385117551943,-0.0188308909930008,18136000.0,15976000.0,-0.0197084146266673,0.0230481588147752,0.0210559867169357,0.0093387790041071,-0.030076328258052,-0.0074776062367417,-0.002164742381532,-0.0436024962609632,143.31666564941406
GOOGL,2022-01-04,-0.0040827470958513,-0.045876341949199,0.0009629762025049,-0.0092236799973079,-0.0082449890910148,-0.0008325706407713,28646000.0,18200000.0,-0.0155942828509109,0.0197203010999524,0.0086934884054603,0.0085466523133428,-0.002519922150947,-0.0076743357726573,-0.0029570236063736,-0.0322960018423403,136.7418212890625
GOOGL,2022-01-05,-0.045876341949199,-0.0001996314907574,-0.0040827470958513,0.0009629762025049,-0.0002182117972927,0.0131738286148312,28400000.0,17788000.0,-0.060550217122001,-0.0397114133866718,-0.0644701989554943,0.0196403985705534,-0.0288724226804131,-0.0141644781161068,-0.0048175758466379,0.0265322414342579,136.7145233154297
GOOGL,2022-01-06,-0.0001996314907574,-0.0053031773415316,-0.045876341949199,-0.0040827470958513,-0.0030990322259725,0.0205092035525111,54618000.0,15688000.0,-0.0578179082174804,-0.0591982125893461,-0.0704449199800554,0.0181668528635848,0.0001562779517713,-0.0139071071419956,-0.0050425718614081,0.0060946080587536,135.989501953125
GOOGL,2022-01-07,-0.0053031773415316,0.012060535391454,-0.0001996314907574,-0.045876341949199,-0.0092236799973079,0.0034251073948992,37348000.0,18136000.0,-0.0540896929599253,-0.067381768911135,-0.0719426550588618,0.0164649462726523,-0.0039835811992454,-0.0130591952673772,-0.0055610394675907,0.0179796072982139,137.62960815429688
GOOGL,2022-01-10,0.012060535391454,0.0076909482738549,-0.0053031773415316,-0.0001996314907574,0.0009629762025049,0.0067385117551943,29760000.0,28646000.0,-0.0436024962609632,-0.0624515748125619,-0.0630533509496359,0.0168606233067496,0.0027126350247334,-0.0065014026108201,-0.0052335436749894,-0.0192652877137516,138.6881103515625
GOOGL,2022-01-11,0.0076909482738549,0.0121263311601722,0.012060535391454,-0.0053031773415316,-0.0040827470958513,-0.0082449890910148,44408000.0,28400000.0,-0.0322960018423403,-0.0473866517055683,-0.0417654080275223,0.0159560223420602,-0.0052501483355333,-0.0070474478477374,-0.0052853358506961,-0.0330587396017896,140.36988830566406
GOOGL,2022-01-12,0.0121263311601722,-0.0201050495141957,0.0076909482738549,0.012060535391454,-0.045876341949199,-0.0002182117972927,28730000.0,54618000.0,0.0265322414342579,-0.0356245086673207,-0.0172090529812729,0.0154959776223135,0.0014384712775179,-0.0009852690561511,-0.004645024141388,-0.0574343799259964,137.54774475097656
GOOGL,2022-01-13,-0.0201050495141957,0.0064471798178211,0.0121263311601722,0.0076909482738549,-0.0001996314907574,-0.0030990322259725,26108000.0,37348000.0,0.0060946080587536,-0.0520756776480894,-0.0536323328875327,0.016386643663841,0.0030161237281166,-0.0004132999008821,-0.004547885615922,-0.0594248335067424,138.43453979492188
GOOGL,2022-01-14,0.0064471798178211,-0.0249677980998729,-0.0201050495141957,0.0121263311601722,-0.0053031773415316,-0.0092236799973079,31436000.0,29760000.0,0.0179796072982139,-0.0370825971000119,-0.034369518570869,0.0153140781948919,0.0125642262700438,0.0028962615929757,-0.0032878780009959,-0.0622059365247255,134.97813415527344
